BIOGRID ID	ENTREZ GENE ID	SYSTEMATIC NAME	OFFICIAL SYMBOL	SYNONYMS	ORGANISM ID	ORGANISM NAME	INTERACTION COUNT	PTM COUNT	CHEMICAL INTERACTION COUNT	SOURCE	CATEGORY VALUES	CATEGORY IDS	CATEGORY TAGS	CATEGORY EVIDENCE VALUES	CATEGORY EVIDENCE IDS	CATEGORY EVIDENCE CLASSES	CATEGORY EVIDENCE METHODS	SUBCATEGORY VALUES	SUBCATEGORY IDS	SUBCATEGORY TAGS	SUBCATEGORY EVIDENCE VALUES	SUBCATEGORY EVIDENCE IDS	SUBCATEGORY EVIDENCE CLASSES	SUBCATEGORY EVIDENCE METHODS
36033	855953	YPL150W	YPL150W	non-specific serine/threonine protein kinase	559292	Saccharomyces cerevisiae (S288c)	301	28	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
33659	853347	YJL098W	SAP185	L000003246	559292	Saccharomyces cerevisiae (S288c)	262	20	0	BIOGRID	Phosphatase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
34990	854815	YIL002C	INP51	SJL1|phosphoinositide 5-phosphatase INP51|L000003319	559292	Saccharomyces cerevisiae (S288c)	180	3	0	BIOGRID	Phosphatase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
34169	853910	YKR038C	KAE1	-	559292	Saccharomyces cerevisiae (S288c)	151	1	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
36278	856227	YPR111W	DBF20	serine/threonine-protein kinase DBF20|L000000490	559292	Saccharomyces cerevisiae (S288c)	92	3	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
34845	854659	YIL147C	SLN1	YPD2|L000001916	559292	Saccharomyces cerevisiae (S288c)	205	20	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
35377	855239	YMR199W	CLN1	cyclin CLN1|L000000357	559292	Saccharomyces cerevisiae (S288c)	383	17	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
34515	854286	YOR119C	RIO1	RRP10|protein kinase RIO1|L000003989	559292	Saccharomyces cerevisiae (S288c)	300	8	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
32178	851700	YDR122W	KIN1	serine/threonine protein kinase KIN1|L000000901	559292	Saccharomyces cerevisiae (S288c)	173	33	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
34357	854111	YOL045W	PSK2	serine/threonine protein kinase PSK2	559292	Saccharomyces cerevisiae (S288c)	297	9	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
33188	852821	YGL059W	PKP2	protein kinase PKP2	559292	Saccharomyces cerevisiae (S288c)	157	6	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
35907	855819	YPL256C	CLN2	cyclin CLN2|L000000358	559292	Saccharomyces cerevisiae (S288c)	620	23	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
35110	854946	YML057W	CMP2	CNA2|calcineurin catalytic subunit A|L000000368	559292	Saccharomyces cerevisiae (S288c)	164	12	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PPP	-	-	-	-	-	-
36513	856478	YHR079C	IRE1	ERN1|bifunctional endoribonuclease/protein kinase IRE1|L000000875	559292	Saccharomyces cerevisiae (S288c)	962	5	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
31094	850491	YFL053W	DAK2	L000004204	559292	Saccharomyces cerevisiae (S288c)	40	2	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
33977	853696	YKL161C	KDX1	MLP1|putative protein kinase KDX1	559292	Saccharomyces cerevisiae (S288c)	128	3	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
35093	854929	YML111W	BUL2	ubiquitin-ubiquitin ligase BUL2|L000004755	559292	Saccharomyces cerevisiae (S288c)	291	12	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
31887	851375	YDL179W	PCL9	L000004041	559292	Saccharomyces cerevisiae (S288c)	73	13	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
31881	851368	YDL230W	PTP1	tyrosine protein phosphatase PTP1|L000001525	559292	Saccharomyces cerevisiae (S288c)	154	2	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PTP	-	-	-	-	-	-
33900	853609	YJR144W	MGM101	MGM9|L000001104	559292	Saccharomyces cerevisiae (S288c)	334	1	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
32643	852224	YBL056W	PTC3	type 2C protein phosphatase PTC3|L000003426	559292	Saccharomyces cerevisiae (S288c)	181	4	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PPM	-	-	-	-	-	-
36535	856502	YHR102W	KIC1	NRK1|putative serine/threonine protein kinase KIC1|L000001276	559292	Saccharomyces cerevisiae (S288c)	64	12	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
31801	851274	YAR019C	CDC15	LYT1|serine/threonine protein kinase CDC15|L000000255	559292	Saccharomyces cerevisiae (S288c)	550	11	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
31800	851273	YAR018C	KIN3	FUN52|NPK1|serine/threonine protein kinase KIN3|L000000903	559292	Saccharomyces cerevisiae (S288c)	427	4	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
33074	852695	YGL180W	ATG1	APG1|AUT3|CVT10|serine/threonine protein kinase ATG1|L000003955|S000028502|L000004761	559292	Saccharomyces cerevisiae (S288c)	931	46	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
33075	852696	YGL179C	TOS3	serine/threonine protein kinase TOS3	559292	Saccharomyces cerevisiae (S288c)	165	3	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
31961	851457	YDL101C	DUN1	serine/threonine protein kinase DUN1|L000000531	559292	Saccharomyces cerevisiae (S288c)	861	28	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
36147	856076	YPL031C	PHO85	LDB15|cyclin-dependent serine/threonine-protein kinase PHO85|phoU|L000001431	559292	Saccharomyces cerevisiae (S288c)	947	6	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
34955	854776	YIL035C	CKA1	casein kinase 2 catalytic subunit CKA1|L000000343	559292	Saccharomyces cerevisiae (S288c)	603	1	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
35699	855595	YNL128W	TEP1	L000003922	559292	Saccharomyces cerevisiae (S288c)	132	1	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
33575	853252	YJL187C	SWE1	WEE1|tyrosine protein kinase SWE1|L000002248	559292	Saccharomyces cerevisiae (S288c)	717	54	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
35976	855892	YPL209C	IPL1	PAC15|aurora kinase|L000000871	559292	Saccharomyces cerevisiae (S288c)	720	6	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
31166	850568	YFR014C	CMK1	calmodulin-dependent protein kinase CMK1|L000000366	559292	Saccharomyces cerevisiae (S288c)	322	13	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
36841	856831	YER095W	RAD51	MUT5|recombinase RAD51|L000001571	559292	Saccharomyces cerevisiae (S288c)	1317	2	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
32600	852171	YBL103C	RTG3	L000003152	559292	Saccharomyces cerevisiae (S288c)	595	34	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
35872	855783	YNR047W	FPK1	serine/threonine protein kinase FPK1	559292	Saccharomyces cerevisiae (S288c)	194	32	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
35017	854844	YIR026C	YVH1	tyrosine protein phosphatase YVH1|L000002567	559292	Saccharomyces cerevisiae (S288c)	160	6	0	BIOGRID	Phosphatase	-	-	-	-	-	-	DSP	-	-	-	-	-	-
33353	853003	YGR109C	CLB6	B-type cyclin CLB6|L000000354	559292	Saccharomyces cerevisiae (S288c)	124	0	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
33352	853002	YGR108W	CLB1	SCB1|B-type cyclin CLB1|L000000349	559292	Saccharomyces cerevisiae (S288c)	133	0	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
36137	856065	YPL042C	SSN3	CDK8|GIG2|NUT7|RYE5|SRB10|SSX7|UME5|URR1|cyclin-dependent serine/threonine protein kinase SSN3|L000002795|S000029631|L000002443|S000029520|L000002103	559292	Saccharomyces cerevisiae (S288c)	543	1	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
33844	853552	YJR090C	GRR1	CAT80|COT2|SDC1|SSU2|SCF ubiquitin ligase complex subunit GRR1|L000000730	559292	Saccharomyces cerevisiae (S288c)	203	16	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
33513	853178	YGR262C	BUD32	LDB14|serine/threonine protein kinase BUD32	559292	Saccharomyces cerevisiae (S288c)	207	1	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
34287	854036	YOL113W	SKM1	putative serine/threonine protein kinase SKM1|L000004142	559292	Saccharomyces cerevisiae (S288c)	164	7	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
33440	853100	YGR188C	BUB1	protein kinase BUB1|L000000196	559292	Saccharomyces cerevisiae (S288c)	1099	7	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
35171	855013	YMR001C	CDC5	MSD2|PKX2|polo kinase CDC5|L000000245	559292	Saccharomyces cerevisiae (S288c)	451	23	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
33603	853283	YJL157C	FAR1	cyclin-dependent protein serine/threonine kinase inhibiting protein FAR1|L000000600	559292	Saccharomyces cerevisiae (S288c)	165	19	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
32616	852190	YBL088C	TEL1	DNA-binding protein kinase TEL1|L000002281	559292	Saccharomyces cerevisiae (S288c)	427	6	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
34565	854342	YOR171C	LCB4	sphinganine kinase LCB4|L000004328	559292	Saccharomyces cerevisiae (S288c)	223	30	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
36800	856787	YER059W	PCL6	L000004038	559292	Saccharomyces cerevisiae (S288c)	103	11	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
31954	851450	YDL108W	KIN28	TFIIH complex serine/threonine-protein kinase subunit KIN28|L000000905	559292	Saccharomyces cerevisiae (S288c)	701	3	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
33680	853369	YJL076W	NET1	CFI1|ESC5|SRM8|L000004425	559292	Saccharomyces cerevisiae (S288c)	226	69	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
35573	855454	YNL267W	PIK1	PIK120|PIK41|1-phosphatidylinositol 4-kinase|L000001439|L000001438	559292	Saccharomyces cerevisiae (S288c)	331	20	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
33967	853683	YKL171W	NNK1	protein kinase NNK1	559292	Saccharomyces cerevisiae (S288c)	269	31	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
36092	856016	YPL089C	RLM1	L000003028	559292	Saccharomyces cerevisiae (S288c)	194	10	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
30960	850334	YCL024W	KCC4	-	559292	Saccharomyces cerevisiae (S288c)	179	47	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
33167	852797	YGL083W	SCY1	L000003258	559292	Saccharomyces cerevisiae (S288c)	50	4	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
33287	852931	YGR040W	KSS1	mitogen-activated serine/threonine-protein kinase KSS1|L000000922	559292	Saccharomyces cerevisiae (S288c)	342	3	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
33048	852664	YGL208W	SIP2	SPM2|L000001891|L000001998	559292	Saccharomyces cerevisiae (S288c)	219	19	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
33066	852685	YGL190C	CDC55	TMR4|protein phosphatase 2A regulatory subunit CDC55|L000000282|S000029602|L000003191	559292	Saccharomyces cerevisiae (S288c)	622	5	0	BIOGRID	Phosphatase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
33042	852657	YGL215W	CLG1	L000000356	559292	Saccharomyces cerevisiae (S288c)	282	1	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
33662	853350	YJL095W	BCK1	LAS3|SAP3|SLK1|SSP31|mitogen-activated protein kinase kinase kinase BCK1|L000000162	559292	Saccharomyces cerevisiae (S288c)	1618	45	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
35966	855882	YPL219W	PCL8	L000004040	559292	Saccharomyces cerevisiae (S288c)	162	6	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
36152	856081	YPL026C	SKS1	SHA3|putative serine/threonine protein kinase SKS1|L000004139|L000002824	559292	Saccharomyces cerevisiae (S288c)	174	7	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
35747	855648	YNL076W	MKS1	LYS80|L000001119	559292	Saccharomyces cerevisiae (S288c)	461	21	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
32278	851812	YDR226W	ADK1	AKY1|AKY2|adenylate kinase ADK1|L000000046	559292	Saccharomyces cerevisiae (S288c)	101	7	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
35801	855706	YNL025C	SSN8	CNC1|GIG3|NUT9|RYE2|SRB11|UME3|CycC|L000002796	559292	Saccharomyces cerevisiae (S288c)	526	0	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
36650	856625	YHR215W	PHO12	PHO10|acid phosphatase PHO12|L000001424	559292	Saccharomyces cerevisiae (S288c)	27	0	0	BIOGRID	Phosphatase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
31384	850803	YLR113W	HOG1	SSK3|mitogen-activated protein kinase HOG1|L000000797	559292	Saccharomyces cerevisiae (S288c)	1106	6	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
34885	854700	YIL106W	MOB1	L000003356	559292	Saccharomyces cerevisiae (S288c)	415	8	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
36390	856353	YHL032C	GUT1	glycerol kinase|L000000746	559292	Saccharomyces cerevisiae (S288c)	55	1	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
31623	851076	YLR362W	STE11	mitogen-activated protein kinase kinase kinase STE11|L000002118	559292	Saccharomyces cerevisiae (S288c)	289	9	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
35806	855711	YNL020C	ARK1	serine/threonine protein kinase ARK1|L000004430	559292	Saccharomyces cerevisiae (S288c)	190	7	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
31528	850964	YLR260W	LCB5	sphinganine kinase LCB5|L000004329	559292	Saccharomyces cerevisiae (S288c)	231	15	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
36532	856499	YHR099W	TRA1	histone acetyltransferase TRA1|L000003945	559292	Saccharomyces cerevisiae (S288c)	521	12	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
35350	855208	YMR172W	HOT1	L000004957	559292	Saccharomyces cerevisiae (S288c)	117	4	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
35471	855336	YMR291W	TDA1	protein kinase TDA1	559292	Saccharomyces cerevisiae (S288c)	186	27	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
33616	853300	YJL141C	YAK1	serine/threonine protein kinase YAK1|L000002490	559292	Saccharomyces cerevisiae (S288c)	242	19	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
31520	850955	YLR253W	MCP2	-	559292	Saccharomyces cerevisiae (S288c)	92	3	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
33340	852989	YGR097W	ASK10	RGC2|L000002770	559292	Saccharomyces cerevisiae (S288c)	711	33	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
31725	851191	YAL040C	CLN3	DAF1|FUN10|WHI1|cyclin CLN3|L000000359	559292	Saccharomyces cerevisiae (S288c)	462	3	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
33697	853389	YJL057C	IKS1	protein kinase IKS1|L000004209	559292	Saccharomyces cerevisiae (S288c)	159	6	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
32598	852169	YBL105C	PKC1	CLY15|CLY5|CLY7|HPO2|STT1|protein kinase C|L000001446|L000000362|S000029091	559292	Saccharomyces cerevisiae (S288c)	1649	26	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
33971	853688	YKL166C	TPK3	cAMP-dependent protein kinase catalytic subunit TPK3|L000002327	559292	Saccharomyces cerevisiae (S288c)	384	7	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
34948	854769	YIL042C	PKP1	protein kinase PKP1	559292	Saccharomyces cerevisiae (S288c)	89	0	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
34132	853869	YKL001C	MET14	adenylyl-sulfate kinase|L000001086	559292	Saccharomyces cerevisiae (S288c)	91	1	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
34945	854766	YIL045W	PIG2	putative protein phosphatase regulator PIG2|L000001437	559292	Saccharomyces cerevisiae (S288c)	63	11	0	BIOGRID	Phosphatase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
32298	851834	YDR247W	VHS1	putative serine/threonine protein kinase VHS1	559292	Saccharomyces cerevisiae (S288c)	285	8	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
32352	851894	YDR300C	PRO1	glutamate 5-kinase|L000001491	559292	Saccharomyces cerevisiae (S288c)	44	1	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
34940	854761	YIL050W	PCL7	L000004039	559292	Saccharomyces cerevisiae (S288c)	76	11	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
32690	852274	YBL009W	ALK2	protein kinase ALK2	559292	Saccharomyces cerevisiae (S288c)	235	4	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
36002	855922	YPL180W	TCO89	-	559292	Saccharomyces cerevisiae (S288c)	286	49	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
36003	855923	YPL179W	PPQ1	SAL6|L000001797|L000001474	559292	Saccharomyces cerevisiae (S288c)	188	6	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PPP	-	-	-	-	-	-
33297	852943	YGR052W	FMP48	protein kinase FMP48	559292	Saccharomyces cerevisiae (S288c)	135	3	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
32859	852457	YBR160W	CDC28	CDK1|HSL5|SRM5|cyclin-dependent serine/threonine-protein kinase CDC28|L000000267	559292	Saccharomyces cerevisiae (S288c)	2622	10	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
33118	852743	YGL134W	PCL10	L000004042	559292	Saccharomyces cerevisiae (S288c)	70	3	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	CYCLIN	-	-	-	-	-	-
34488	854257	YOR090C	PTC5	PPP1|type 2C protein phosphatase PTC5	559292	Saccharomyces cerevisiae (S288c)	130	0	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PPM	-	-	-	-	-	-
33456	853117	YGR203W	YCH1	-	559292	Saccharomyces cerevisiae (S288c)	179	2	0	BIOGRID	Phosphatase	-	-	-	-	-	-	DSP	-	-	-	-	-	-
32269	851802	YDR216W	ADR1	DNA-binding transcription factor ADR1|L000000050	559292	Saccharomyces cerevisiae (S288c)	180	38	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
36419	856382	YHL007C	STE20	mitogen-activated protein kinase kinase kinase kinase STE20|L000002123	559292	Saccharomyces cerevisiae (S288c)	419	64	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
35316	855170	YMR139W	RIM11	GSK3|MDS1|serine/threonine protein kinase RIM11|L000001056	559292	Saccharomyces cerevisiae (S288c)	274	5	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
32509	852065	YDR454C	GUK1	PUR5|guanylate kinase|L000000745	559292	Saccharomyces cerevisiae (S288c)	203	8	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
33594	853274	YJL165C	HAL5	protein kinase HAL5|L000000751	559292	Saccharomyces cerevisiae (S288c)	340	31	0	BIOGRID	Kinase	-	-	-	-	-	-	-	-	-	-	-	-	-
35771	855674	YNL053W	MSG5	tyrosine/serine/threonine protein phosphatase MSG5|L000001188	559292	Saccharomyces cerevisiae (S288c)	214	8	0	BIOGRID	Phosphatase	-	-	-	-	-	-	DSP	-	-	-	-	-	-
34019	853744	YKL116C	PRR1	serine/threonine protein kinase PRR1	559292	Saccharomyces cerevisiae (S288c)	216	3	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
33628	853313	YJL128C	PBS2	HOG4|SFS4|SSK4|mitogen-activated protein kinase kinase PBS2|L000001346|L000001874	559292	Saccharomyces cerevisiae (S288c)	924	21	0	BIOGRID	Kinase	-	-	-	-	-	-	STE	-	-	-	-	-	-
36819	856807	YER075C	PTP3	tyrosine protein phosphatase PTP3|L000003996	559292	Saccharomyces cerevisiae (S288c)	185	20	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PTP	-	-	-	-	-	-
32730	852316	YBR028C	YPK3	putative protein kinase YPK3	559292	Saccharomyces cerevisiae (S288c)	103	5	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
32048	851558	YDL006W	PTC1	CWH47|KCS2|TPD1|type 2C protein phosphatase PTC1|L000000890|L000001523	559292	Saccharomyces cerevisiae (S288c)	1402	4	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PPM	-	-	-	-	-	-
34010	853733	YKL126W	YPK1	SLI2|serine/threonine protein kinase YPK1|L000002541	559292	Saccharomyces cerevisiae (S288c)	260	33	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
31352	850768	YLR079W	SIC1	SDB25|cyclin-dependent protein serine/threonine kinase inhibiting protein SIC1|L000001886|L000001822	559292	Saccharomyces cerevisiae (S288c)	1166	24	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
33335	852984	YGR092W	DBF2	serine/threonine-protein kinase DBF2|L000000487	559292	Saccharomyces cerevisiae (S288c)	1324	13	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
31692	851153	YLR433C	CNA1	CMP1|calcineurin catalytic subunit A|L000000370	559292	Saccharomyces cerevisiae (S288c)	173	3	0	BIOGRID	Phosphatase	-	-	-	-	-	-	PPP	-	-	-	-	-	-
32201	851725	YDR147W	EKI1	bifunctional choline kinase/ethanolamine kinase EKI1|L000004610	559292	Saccharomyces cerevisiae (S288c)	114	1	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
33823	853529	YJR066W	TOR1	DRR1|phosphatidylinositol kinase-related protein kinase TOR1|L000002322	559292	Saccharomyces cerevisiae (S288c)	771	7	0	BIOGRID	Kinase	-	-	-	-	-	-	ATYPICAL	-	-	-	-	-	-
31369	850785	YLR096W	KIN2	serine/threonine protein kinase KIN2|L000000902	559292	Saccharomyces cerevisiae (S288c)	305	31	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
35092	854928	YML112W	CTK3	L000003012	559292	Saccharomyces cerevisiae (S288c)	421	7	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
33010	852622	YGL229C	SAP4	L000003341	559292	Saccharomyces cerevisiae (S288c)	82	2	0	BIOGRID	Phosphatase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
32129	851646	YDR074W	TPS2	HOG2|PFK3|trehalose-phosphatase TPS2|L000002331	559292	Saccharomyces cerevisiae (S288c)	777	23	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
32542	852101	YDR490C	PKH1	serine/threonine protein kinase PKH1|L000004616	559292	Saccharomyces cerevisiae (S288c)	211	17	0	BIOGRID	Kinase	-	-	-	-	-	-	AGC	-	-	-	-	-	-
35096	854932	YML070W	DAK1	L000004203	559292	Saccharomyces cerevisiae (S288c)	91	14	0	BIOGRID	Kinase Metabolic/Lipid	-	-	-	-	-	-	-	-	-	-	-	-	-
33027	852640	YGL252C	RTG2	L000001784	559292	Saccharomyces cerevisiae (S288c)	656	5	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
34387	854144	YOL016C	CMK2	calmodulin-dependent protein kinase CMK2|L000000367	559292	Saccharomyces cerevisiae (S288c)	161	11	0	BIOGRID	Kinase	-	-	-	-	-	-	CAMK	-	-	-	-	-	-
35134	854972	YML036W	CGI121	-	559292	Saccharomyces cerevisiae (S288c)	121	0	0	BIOGRID	Kinase Associated	-	-	-	-	-	-	-	-	-	-	-	-	-
32682	852265	YBL016W	FUS3	DAC2|mitogen-activated serine/threonine-protein kinase FUS3|L000000655	559292	Saccharomyces cerevisiae (S288c)	633	14	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
34997	854822	YIR006C	PAN1	DIM2|MDP3|MIP3|L000001335	559292	Saccharomyces cerevisiae (S288c)	929	48	0	BIOGRID	Other	-	-	-	-	-	-	-	-	-	-	-	-	-
35394	855256	YMR216C	SKY1	serine/threonine protein kinase SKY1|L000003941	559292	Saccharomyces cerevisiae (S288c)	591	28	0	BIOGRID	Kinase	-	-	-	-	-	-	CMGC	-	-	-	-	-	-
36568	856537	YHR135C	YCK1	CKI2|serine/threonine protein kinase YCK1|L000002500	559292	Saccharomyces cerevisiae (S288c)	580	18	0	BIOGRID	Kinase	-	-	-	-	-	-	CK1	-	-	-	-	-	-
